Email,Square_footage,Home_type,Cool_setting,Heat_setting,Zip_code
bsayaphon@sunnamplex.com,1325,townhome,72,67,21822
bschirpke@donquadtech.com,1187,townhome,76,73,67464
bschirpke@donware.com,817,townhome,72,76,4646
bschirpke@goodsilron.com,1023,apartment,,77,45113
bscipione@donquadtech.com,751,condominium,73,69,64433
bscipione@silis.com,1246,apartment,75,68,13042
bsergi@dontechi.com,900,apartment,72,76,17007
bshadrick@lexiqvolax.com,1792,house,,,35453
bshields@yearin.com,1932,townhome,,,37310
bshire@sonron.com,39,mobile home,,71,66601
bsilvestrini@cancity.com,950,house,69,76,2805
bsimilton@opentech.com,694,mobile home,72,,93727
bskulski@kinnamplus.com,2342,apartment,,68,19495
bskursky@ron-tech.com,527,apartment,75,76,32125
bslusarski@donquadtech.com,501,apartment,,69,13088
bspickerman@domzoom.com,177,mobile home,69,69,60933
bspringe@betatech.com,1008,apartment,70,75,50436
bspringe@funholding.com,248,apartment,72,69,48849
bsteffensmeier@y-corporation.com,755,mobile home,,75,36142
bsteffensmeier@year-job.com,87,house,,66,66738
bsteier@fasehatice.com,753,apartment,,76,11518
bstimmel@inity.com,641,apartment,,,16353
bstoltzman@green-plus.com,2476,house,74,64,38339
bstoltzman@plusstrip.com,1267,house,72,,98524
bsuell@inity.com,1537,house,,,27923
bsuell@plexzap.com,723,apartment,,,85920
bsuffield@finjob.com,906,townhome,74,67,44630
bsweigard@nam-zim.com,1570,townhome,,70,18638
bsyrop@domzoom.com,2230,townhome,68,77,48465
btheodorov@opentech.com,99,house,72,,47976
bthyberg@labdrill.com,193,townhome,73,67,61634
btillotson@sonron.com,157,mobile home,69,,34473
btjepkema@plussunin.com,425,apartment,71,,16870
btollner@streethex.com,1081,mobile home,72,70,33004
btomasulo@green-plus.com,1978,house,71,75,77471
btreston@ron-tech.com,357,apartment,71,77,33460
btromblay@funholding.com,2048,house,,69,11356
bturinetti@zathunicon.com,1474,apartment,72,70,76882
bupthegrove@blackzim.com,442,apartment,,72,11969
bvarriano@codehow.com,1142,condominium,71,,19319
bvenere@labdrill.com,390,apartment,,70,48434
bvillanueva@funholding.com,1439,condominium,73,68,56578
bvinning@hottechi.com,1152,apartment,71,76,61730
bvocelka@isdom.com,466,apartment,,70,96022
bwalthall@statholdings.com,813,house,76,,70002
bwardrip@fasehatice.com,790,apartment,,70,49921
bweight@zoomit.com,1516,house,75,75,31565
bweirather@donquadtech.com,85,townhome,74,69,71135
bweirather@ganjaflex.com,703,house,73,76,5076
bwenzinger@ontomedia.com,1969,apartment,,72,73622
bwide@lexiqvolax.com,162,mobile home,74,77,28579
bwieser@nam-zim.com,2092,apartment,75,70,77079
bwildfong@xx-zobam.com,1964,townhome,,70,29831
bwitten@green-plus.com,2029,apartment,72,71,65067
bwolny@hottechi.com,54,townhome,,,67233
byaw@xx-holding.com,254,mobile home,,69,7860
byori@golddex.com,499,apartment,72,,62215
byum@finhigh.com,878,townhome,,,88264
bzagen@dambase.com,258,mobile home,74,70,60110
cabdallah@dambase.com,162,condominium,74,70,93955
cacey@sonron.com,2043,condominium,73,74,76429
cacuff@codehow.com,2596,house,72,77,59053
cacuff@fasehatice.com,641,house,,75,21686
cadkin@plusstrip.com,603,townhome,72,73,73099
cahle@fasehatice.com,1416,townhome,,70,59351
cahle@newex.com,551,apartment,,71,47920
cahle@ontomedia.com,976,apartment,75,76,95205
calbares@rantouch.com,861,apartment,73,78,98850
calbares@zencorporation.com,685,mobile home,,,97341
camigon@lexiqvolax.com,1285,townhome,70,73,72379
camigon@plexzap.com,1063,apartment,75,71,79918
camyot@finhigh.com,607,townhome,74,71,18445
candreason@streethex.com,1129,apartment,,68,7062
cangalich@codehow.com,1106,apartment,70,73,41839
cangalich@lexiqvolax.com,587,townhome,72,75,73196
cangalich@xx-zobam.com,1869,townhome,70,,6101
carceo@bioplex.com,1288,townhome,70,75,54152
carceo@codehow.com,398,apartment,75,74,46748
caredondo@konmatfix.com,319,apartment,71,76,73832
cauber@groovestreet.com,73,mobile home,69,69,53102
cauffrey@fasehatice.com,407,apartment,74,72,38621
cauffrey@hottechi.com,1170,apartment,74,73,80135
cbarfield@fasehatice.com,1470,house,71,71,66628
cbarfield@iselectrics.com,2220,house,71,75,99005
cbatman@green-plus.com,1077,apartment,,74,75762
cbayless@silis.com,1974,house,71,67,62871
cbeech@cancity.com,76,townhome,,75,59484
cbeech@zencorporation.com,846,apartment,,,60448
cbennick@blackzim.com,409,condominium,,78,75240
cbennick@toughzap.com,1145,house,72,76,18333
cberganza@zathunicon.com,1732,house,74,69,50428
cbergesen@ron-tech.com,2064,house,70,,84701
cberlanga@groovestreet.com,1082,apartment,69,73,37871
cberray@openlane.com,601,apartment,70,76,28311
cbevelacqua@codehow.com,1273,townhome,,71,34747
cbevelacqua@plusstrip.com,788,house,75,70,8905
cbiddy@j-texon.com,776,house,71,72,77063
cbirkner@hottechi.com,1372,house,,,91340
cblackwood@ontomedia.com,833,apartment,,73,57700
cboord@finjob.com,1951,townhome,76,,17407
cboord@toughzap.com,1506,apartment,74,75,10520
cboulter@condax.com,679,house,73,69,34142
cboulter@finhigh.com,869,apartment,73,70,44132
cbrachle@goodsilron.com,666,townhome,,67,54489
cbrossart@nam-zim.com,171,condominium,,74,94534
cbruschke@doncon.com,1287,apartment,71,78,53808
cbruschke@ontomedia.com,435,apartment,,72,6106
cbuemi@streethex.com,2269,house,69,,48466
cburnard@opentech.com,1820,condominium,73,,70355
cburnard@year-job.com,718,house,,69,97435
cbutzen@faxquote.com,1216,townhome,74,,58854
cbutzen@inity.com,2447,townhome,72,,98444
cbuvens@sumace.com,1490,condominium,,68,48212
cbuzick@fasehatice.com,424,mobile home,73,71,75759
cbuzick@plussunin.com,914,apartment,73,73,95564
ccaiafa@iselectrics.com,1625,townhome,,74,62893
ccaldarera@dalttechnology.com,814,condominium,70,76,58216
ccaldarera@iselectrics.com,1278,townhome,73,75,12304
ccallaro@stanredtax.com,1790,house,,67,65681
ccalvaresi@rantouch.com,1826,apartment,,76,83276
ccampain@dambase.com,464,condominium,,72,96160
ccampain@sonron.com,1084,townhome,75,73,29835
ccampain@zumgoity.com,471,apartment,74,68,19032
ccandlish@nam-zim.com,699,apartment,,,33569
ccandlish@rangreen.com,1321,house,74,72,31205
ccastros@ron-tech.com,1489,townhome,71,70,55722
ccaudy@goodsilron.com,665,house,73,74,67416
ccaudy@zathunicon.com,653,apartment,70,74,43320
ccetta@rundofase.com,2001,condominium,,77,23691
cchaffins@ganjaflex.com,194,mobile home,72,66,42403
cchickering@plexzap.com,1147,townhome,,74,59641
cchickering@rantouch.com,1516,house,72,75,84050
cchui@donware.com,99,apartment,,71,39042
cchui@ganjaflex.com,1360,house,,74,10278
cchui@scotfind.com,614,condominium,,75,57357
cclaucherty@singletechno.com,1149,house,73,75,58440
ccolaizzo@scotfind.com,1498,house,72,74,4066
ccolaizzo@scottech.com,41,mobile home,72,70,21916
ccolaizzo@warephase.com,1220,apartment,72,74,98505
ccoody@singletechno.com,1853,house,73,75,2822
ccookey@treequote.com,600,house,75,74,44276
ccorrio@zathunicon.com,2435,house,,75,13631
ccoyier@lexiqvolax.com,1275,apartment,73,76,79016
ccoyier@plexzap.com,1706,apartment,72,,70359
ccrupi@golddex.com,1245,apartment,74,65,74444
ccrupi@inity.com,1090,apartment,70,73,53206
ccryer@betasoloin.com,1984,apartment,,76,76693
ccryer@bioholding.com,64,apartment,,,22947
cdallen@opentech.com,729,mobile home,72,76,61263
cdallen@scotfind.com,1464,house,,76,7461
cdallen@singletechno.com,2948,townhome,71,69,85324
cdaufeldt@scotfind.com,1562,house,,75,27299
cdegonia@betatech.com,590,apartment,75,,99745
cdegonia@zathunicon.com,332,apartment,,76,45324
cdegroot@faxquote.com,1570,house,73,,89409
cdegroot@newex.com,3090,apartment,72,74,49055
cdelasancha@betasoloin.com,595,apartment,72,69,7302
cdelasancha@green-plus.com,747,apartment,,71,28329
cdelasancha@streethex.com,1578,apartment,73,71,21529
cdeleo@zoomit.com,1050,apartment,,68,97077
cdemesa@ron-tech.com,1037,apartment,,,77235
cdenooyer@bioholding.com,372,apartment,73,72,46283
cdenooyer@konmatfix.com,97,house,76,74,24985
cdevreese@streethex.com,1541,condominium,,,88314
cdevreese@toughzap.com,1025,apartment,74,72,98448
cdickerson@labdrill.com,22,mobile home,71,75,28209
cdickerson@singletechno.com,4997,house,72,75,54052
cdilliard@blackzim.com,1806,apartment,,72,68144
cdinos@donquadtech.com,558,house,,70,26757
cdinos@faxquote.com,1351,house,73,70,71662
cdinos@nam-zim.com,593,house,,66,48754
cdiscipio@faxquote.com,867,apartment,,,17047
cdiscipio@y-corporation.com,705,apartment,73,69,53103
cdopico@isdom.com,1168,apartment,72,,31031
cdopico@scottech.com,1363,house,70,,79350
cdubaldi@donquadtech.com,692,house,75,70,18351
cduenas@newex.com,660,condominium,,67,50271
cduenas@ontomedia.com,1365,condominium,70,73,57003
cduenas@zotware.com,620,house,73,71,32214
cehmann@betasoloin.com,107,townhome,72,75,99568
cehmann@opentech.com,1159,house,,67,23519
cemigh@dalttechnology.com,468,house,71,71,17211
cengelberg@hottechi.com,42,mobile home,75,,50105
ceroman@plusstrip.com,1045,townhome,74,74,41605
ceschberger@zumgoity.com,503,apartment,75,75,47870
cfarrow@cancity.com,1471,townhome,76,,95640
cfarrow@scottech.com,1066,townhome,,69,31319
cferencz@golddex.com,1373,house,,,58438
cfern@gogozoom.com,48,condominium,74,70,47586
cferrario@finhigh.com,198,apartment,,71,29706
cfishburne@betasoloin.com,549,apartment,72,73,56090
cflosi@stanredtax.com,499,condominium,69,75,65627
cfortino@mathtouch.com,1639,house,73,74,2832
cfrancescon@donquadtech.com,430,apartment,,76,60516
cfrankel@dambase.com,1096,house,73,76,56762
cfrankel@isdom.com,1960,townhome,,74,39635
cfrankel@stanredtax.com,124,house,,67,17064
cfrerking@rantouch.com,499,mobile home,75,76,18109
cfrey@ron-tech.com,2706,townhome,74,75,22134
cfrey@zoomit.com,736,house,73,66,13345
cfunnell@silis.com,187,townhome,72,73,17080
cgarufi@finjob.com,1515,house,,70,48803
cgehrett@betasoloin.com,192,mobile home,74,,80651
cgehrett@fasehatice.com,1174,apartment,75,72,65339
cgehrett@isdom.com,1548,house,75,78,65557
cgellinger@stanredtax.com,766,apartment,,74,47093
cgellinger@treequote.com,1212,apartment,,66,66870
cgellinger@zotware.com,386,apartment,75,73,16432
cgillian@ontomedia.com,1832,condominium,,77,91793
cgillian@opentech.com,62,house,73,,88048
cgleich@betatech.com,203,townhome,,71,91077
cglick@rantouch.com,1225,apartment,,74,95130
cglick@scotfind.com,3536,condominium,,72,40161
cgobern@sunnamplex.com,1561,house,69,75,13774
cgochal@konex.com,1917,house,74,71,87002
cgochal@sonron.com,1190,house,69,71,19516
cgochal@sunnamplex.com,1140,house,,69,40070
cgotter@blackzim.com,490,apartment,69,78,48473
cgreenbush@blackzim.com,1081,house,70,73,34680
cgrenet@y-corporation.com,198,mobile home,73,,15145
cgudroe@plexzap.com,466,apartment,,73,24360
cgwalthney@isdom.com,447,apartment,74,72,3838
chagele@donquadtech.com,1485,house,72,73,15722
chagele@y-corporation.com,625,house,75,77,43842
chalsey@dambase.com,1229,house,76,72,29178
chalter@toughzap.com,1038,house,73,72,4460
chamilton@singletechno.com,251,townhome,72,71,79749
charnos@blackzim.com,1522,house,75,75,21260
charoldson@condax.com,1733,apartment,74,,54919
chauenstein@xx-zobam.com,2161,apartment,,72,37148
cheimann@silis.com,1941,house,73,73,28112
cheintzman@conecom.com,262,townhome,,71,68661
cheintzman@zumgoity.com,951,apartment,,76,83870
cherritt@toughzap.com,542,apartment,73,,77423
chiatt@blackzim.com,1461,house,73,,11053
chiatt@openlane.com,1582,house,75,,65680
chiatt@y-corporation.com,1605,house,72,76,48021
chixenbaugh@dalttechnology.com,1020,townhome,71,,58405
chixenbaugh@yearin.com,547,apartment,73,71,74036
chochard@blackzim.com,90,house,73,75,55013
choffis@opentech.com,1472,house,75,69,33314
chollack@plusstrip.com,537,house,69,74,67751
choneywell@dalttechnology.com,1294,townhome,73,68,12469
choneywell@ganjaflex.com,1222,apartment,74,70,41815
choneywell@konex.com,1082,apartment,73,71,40241
choneywell@opentech.com,2361,apartment,72,76,14048
choogland@bioplex.com,1346,apartment,71,76,84713
choogland@isdom.com,1470,townhome,,,41048
chughey@betasoloin.com,128,house,72,,23846
chusser@bioholding.com,1268,townhome,,75,38732
chusser@dambase.com,1322,apartment,73,76,60180
cisenhower@zoomit.com,1003,townhome,73,68,82335
citurbide@gogozoom.com,1311,condominium,74,72,91390
citurbide@ontomedia.com,766,apartment,73,73,52101
cjayson@domzoom.com,383,apartment,70,64,23124
cjayson@statholdings.com,169,mobile home,68,71,93745
cjuhas@zoomit.com,693,house,,,98273
cjuvera@donware.com,827,house,71,72,65622
ckaniecki@hatfan.com,534,apartment,73,,19381
ckaniecki@openlane.com,124,townhome,,71,74058
ckannady@green-plus.com,1691,house,71,76,10460
ckannady@y-corporation.com,1065,house,76,70,40206
ckarpel@singletechno.com,843,apartment,,74,69169
ckeener@inity.com,81,apartment,,75,28746
ckeneipp@sonron.com,361,mobile home,,65,25173
ckeneipp@zencorporation.com,143,house,,70,17001
cketelsen@finhigh.com,1475,house,,73,41039
ckiel@betatech.com,1078,condominium,75,76,70820
ckiel@toughzap.com,530,apartment,73,75,48603
ckines@bioholding.com,1111,condominium,72,74,25617
ckines@openlane.com,933,condominium,,76,65609
ckippley@sonron.com,1143,house,70,76,40036
cklang@zoomit.com,1952,house,,75,24542
cklusman@donware.com,1191,apartment,70,,99549
cklusman@opentech.com,1969,house,72,74,32066
cknipp@groovestreet.com,3080,townhome,71,76,97403
cknipp@hottechi.com,1130,condominium,74,,32559
ckohl@dontechi.com,1413,house,73,77,33883
ckohl@scotfind.com,454,apartment,73,73,36607
ckonopacki@lexiqvolax.com,599,house,,73,4353
ckoppinger@hottechi.com,1389,apartment,,75,80824
ckoppinger@streethex.com,900,house,70,,42565
ckorando@labdrill.com,2401,apartment,72,76,6786
ckorando@newex.com,2280,house,,75,49546
ckownacki@doncon.com,1845,house,73,77,77459
ckownacki@lexiqvolax.com,512,apartment,73,69,3601
ckulzer@silis.com,1460,condominium,72,70,58001
ckusko@conecom.com,426,mobile home,71,74,6474
clabreche@opentech.com,601,apartment,69,71,25423
clapage@toughzap.com,155,apartment,76,78,7939
clapage@zumgoity.com,849,condominium,75,71,70813
clawler@cancity.com,1216,house,,71,79788
clawler@faxquote.com,1159,house,73,72,49822
clawler@finhigh.com,866,apartment,74,,32576
clayous@singletechno.com,3955,house,72,72,75780
cleinenbach@plussunin.com,97,apartment,,,71280
cleto@betatech.com,1859,house,74,74,28240
clietz@nam-zim.com,1100,apartment,75,75,4257
clinahan@openlane.com,2050,townhome,72,76,43430
clipke@doncon.com,611,apartment,,75,49688
cliukko@inity.com,1352,apartment,71,66,12851
cliukko@rantouch.com,1566,townhome,76,72,76177
cloder@finjob.com,730,townhome,71,74,90220
cloder@kan-code.com,660,mobile home,,,89822
clother@treequote.com,874,condominium,75,72,13052
clueckenbach@finhigh.com,463,apartment,70,71,21222
clueckenbach@year-job.com,627,condominium,73,66,30646
cmadarang@rundofase.com,2628,townhome,74,76,95210
cmai@golddex.com,784,house,73,70,5049
cmaillard@green-plus.com,404,apartment,71,73,42211
cmalet@rundofase.com,1017,condominium,69,,64487
cmalet@zathunicon.com,799,house,70,72,8751
cmallett@codehow.com,155,apartment,,76,17310
cmallett@j-texon.com,2401,condominium,71,71,47610
cmalvin@condax.com,559,apartment,,,67630
cmarrier@conecom.com,2320,apartment,,72,8535
cmarrier@year-job.com,199,mobile home,73,73,10046
cmartabano@zencorporation.com,1132,condominium,,74,49355
cmastella@rantouch.com,1589,house,76,68,62796
cmatuszak@silis.com,2650,house,,76,15337
cmatuszak@xx-holding.com,1001,townhome,75,72,23960
cmccullan@silis.com,254,house,73,73,77238
cmclaird@inity.com,2089,house,71,67,77404
cmeisel@conecom.com,678,apartment,,73,2726
cmeisel@sunnamplex.com,955,townhome,74,76,26285
cmelnyk@ontomedia.com,852,house,71,75,25133
cmeteer@mathtouch.com,1088,condominium,73,76,72173
cmiceli@conecom.com,622,condominium,,70,49077
cmodzelewski@stanredtax.com,879,apartment,,72,15032
cmonarrez@gogozoom.com,965,apartment,,,25009
cmonarrez@golddex.com,747,apartment,74,,65619
cmondella@warephase.com,1334,apartment,71,71,31902
cmorasca@gogozoom.com,1124,house,,,20621
cmorasca@singletechno.com,66,mobile home,,70,49056
cmorasca@y-corporation.com,633,townhome,,,53184
cmoyd@toughzap.com,1097,apartment,70,,18454
cmulqueen@iselectrics.com,853,apartment,74,72,53804
cmulqueen@zathunicon.com,1795,house,74,74,3270
cmunns@stanredtax.com,975,apartment,75,69,28133
cmyricks@faxquote.com,332,mobile home,72,70,28954
cneither@betatech.com,956,apartment,73,72,8039
cnestle@stanredtax.com,1917,apartment,,,80201
cnestle@xx-holding.com,2718,house,70,,20099
cnewville@ron-tech.com,1335,townhome,,76,63344
cnicka@codehow.com,509,apartment,72,,48225
cnunlee@streethex.com,271,mobile home,,71,31313
cohms@scotfind.com,1201,townhome,,68,43931
cohms@toughzap.com,1411,apartment,72,69,5768
cohms@xx-holding.com,153,house,70,65,13453
coldroyd@rangreen.com,74,mobile home,73,69,42356
coldroyd@scottech.com,1405,apartment,73,71,85253
conofrio@toughzap.com,605,house,72,75,21290
costrosky@isdom.com,482,mobile home,,75,61815
cpalaspas@finhigh.com,1291,house,71,73,97386
cpalaspas@singletechno.com,176,townhome,72,72,3755
cpalaspas@y-corporation.com,1464,condominium,72,74,60421
cpapasergi@golddex.com,1238,apartment,70,74,35470
cpaprocki@scotfind.com,661,house,71,70,17547
cparlato@kinnamplus.com,363,apartment,,72,76095
cpaskin@fasehatice.com,1616,house,72,70,44599
cpaulas@gogozoom.com,959,apartment,74,65,66551
cpaulas@nam-zim.com,1851,apartment,,76,20632
cpaulas@warephase.com,1219,apartment,72,66,70744
cperez@singletechno.com,1058,house,74,66,23408
cperin@year-job.com,748,apartment,73,71,2172
cperin@zoomit.com,2177,house,72,75,58441
cperruzza@konmatfix.com,51,apartment,,74,52576
cperruzza@newex.com,541,apartment,,,22651
cperruzza@warephase.com,1012,house,72,72,73038
cpinilla@fasehatice.com,589,apartment,68,74,15026
cpinilla@newex.com,629,house,,71,37052
cplumer@fasehatice.com,974,condominium,,72,61376
cplumer@nam-zim.com,2085,condominium,69,72,55406
cpontoriero@groovestreet.com,2663,house,73,76,16538
cpontoriero@konmatfix.com,992,apartment,71,69,16936
cpoquette@kan-code.com,1532,townhome,72,75,20413
