Email,Power_order_num,Generation_type,Battery_storage,Avg_kwh
smanno@sonron.com,1,solar-electric,,82
smauson@funholding.com,1,solar-electric,115,141
smcrae@labdrill.com,1,solar-electric,25,57
smcrae@labdrill.com,2,solar-electric,,69
smelnyk@isdom.com,1,solar-electric,,37
smerced@plusstrip.com,1,solar-electric,25,64
smiro@konex.com,1,solar-electric,,22
smonarrez@blackzim.com,1,solar-electric,,38
smonarrez@rantouch.com,1,solar-electric,29,37
smorocco@isdom.com,1,solar-electric,30,43
snicka@bioholding.com,1,solar-electric,,159
snicka@sunnamplex.com,1,solar-electric,97,72
snunlee@fasehatice.com,1,solar-electric,104,135
sogg@donware.com,1,wind,,93
sohms@betatech.com,1,solar-electric,,92
sohms@betatech.com,2,solar-electric,49,99
sperigo@goodsilron.com,1,solar-electric,32,130
spontoriero@konex.com,1,solar-electric,,113
spontoriero@konex.com,2,solar-electric,39,115
spoullion@fasehatice.com,1,solar-electric,17,123
sragel@kinnamplus.com,1,solar-electric,24,19
sragel@kinnamplus.com,2,solar-electric,,62
sreiber@green-plus.com,1,solar-electric,19,46
sreitler@bioholding.com,1,solar-electric,18,103
srentfro@fasehatice.com,1,solar-electric,17,78
srestrepo@bioplex.com,1,solar-electric,131,106
sriopelle@opentech.com,1,wind,48,178
srodefer@faxquote.com,1,solar-electric,,62
ssaylors@j-texon.com,1,solar-electric,,135
sscheyer@rangreen.com,1,solar-electric,16,23
sscheyer@stanredtax.com,1,solar-electric,50,62
sschieler@opentech.com,1,solar-electric,46,83
sschmaltz@ron-tech.com,1,solar-electric,31,93
sschmaltz@xx-holding.com,1,wind,46,54
sschnitzler@sonron.com,1,solar-electric,,15
sseewald@isdom.com,1,solar-electric,40,41
sseewald@isdom.com,2,solar-electric,11,71
ssengbusch@yearin.com,1,solar-electric,,85
ssilvestrini@sonron.com,1,wind,35,34
ssimilton@conecom.com,1,solar-electric,,18
sslayton@opentech.com,1,solar-electric,11,39
sslusarski@bioholding.com,1,solar-electric,20,49
sspringe@donware.com,1,wind,26,69
sspringe@donware.com,2,solar-electric,31,43
sstem@rangreen.com,1,solar-electric,,67
stimenez@dalttechnology.com,1,solar-electric,77,120
stjepkema@isdom.com,1,solar-electric,11,23
sturinetti@sumace.com,1,solar-electric,56,100
sturinetti@year-job.com,1,solar-electric,11,15
suyetake@plussunin.com,1,solar-electric,21,17
svanausdal@xx-holding.com,1,solar-electric,31,132
svarriano@dontechi.com,1,solar-electric,22,19
svarriano@dontechi.com,2,solar-electric,28,24
svocelka@zotware.com,1,solar-electric,,22
svonasek@isdom.com,1,solar-electric,19,30
svonasek@plussunin.com,1,solar-electric,,40
sweglarz@nam-zim.com,1,wind,,85
swildfong@lexiqvolax.com,1,wind,,109
syaw@stanredtax.com,1,solar-electric,28,78
syaw@stanredtax.com,2,solar-electric,18,108
tadkin@dambase.com,1,solar-electric,16,45
tahle@rangreen.com,1,solar-electric,14,88
tahle@rundofase.com,1,solar-electric,26,35
talbares@donquadtech.com,1,solar-electric,20,117
tarias@zencorporation.com,1,solar-electric,28,82
tauffrey@silis.com,1,solar-electric,,136
tbatman@toughzap.com,1,wind,20,93
tberganza@bioplex.com,1,solar-electric,101,88
tberray@newex.com,1,solar-electric,18,41
tbevelacqua@iselectrics.com,1,solar-electric,81,103
tbilden@doncon.com,1,solar-electric,30,38
tbirkner@zoomit.com,1,solar-electric,,118
tblunk@warephase.com,1,solar-electric,112,165
tbourbon@ron-tech.com,1,solar-electric,12,24
tbrachle@codehow.com,1,solar-electric,16,100
tbrachle@finhigh.com,1,wind,111,155
tbrachle@plusstrip.com,1,solar-electric,,108
tbriddick@golddex.com,1,solar-electric,,42
tbrucato@betasoloin.com,1,solar-electric,,54
tbrucato@singletechno.com,1,solar-electric,23,47
tbubash@year-job.com,1,wind,23,93
tcaiafa@goodsilron.com,1,solar-electric,16,66
tcampain@inity.com,1,wind,38,91
tcandlish@dalttechnology.com,1,wind,20,108
tcaudy@conecom.com,1,solar-electric,72,147
tcetta@fasehatice.com,1,solar-electric,,112
tchaffins@konex.com,1,solar-electric,42,100
tclaucherty@toughzap.com,1,wind,19,74
tcork@bioholding.com,1,solar-electric,,133
tcrupi@xx-holding.com,1,solar-electric,44,91
tcrupi@xx-holding.com,2,solar-electric,,80
tdegonia@zotware.com,1,solar-electric,14,62
tdelasancha@konex.com,1,solar-electric,11,76
tdevreese@plusstrip.com,1,solar-electric,,119
tdhamer@mathtouch.com,1,solar-electric,88,122
tdhamer@ron-tech.com,1,wind,12,72
tdubaldi@green-plus.com,1,solar-electric,,37
tdubaldi@green-plus.com,2,solar-electric,23,97
temard@zotware.com,1,solar-electric,16,78
temigh@faxquote.com,1,solar-electric,25,65
tennaco@dalttechnology.com,1,solar-electric,,63
tfallick@xx-zobam.com,1,solar-electric,19,68
tfarrar@betasoloin.com,1,solar-electric,39,126
tfeichtner@goodsilron.com,1,solar-electric,25,56
tfelger@bioplex.com,1,solar-electric,,43
tfigeroa@blackzim.com,1,solar-electric,,50
tfillingim@ron-tech.com,1,solar-electric,13,53
tfillingim@yearin.com,1,wind,39,105
tflosi@fasehatice.com,1,solar-electric,15,83
tflosi@fasehatice.com,2,wind,20,36
tfrerking@sumace.com,1,solar-electric,34,102
tgalam@kinnamplus.com,1,solar-electric,10,107
tgehrett@nam-zim.com,1,solar-electric,15,62
tgellinger@blackzim.com,1,solar-electric,,63
tgesick@green-plus.com,1,solar-electric,41,70
tgochal@gogozoom.com,1,solar-electric,15,70
tgwalthney@mathtouch.com,1,solar-electric,81,60
thalsey@konmatfix.com,1,wind,,73
thalsey@y-corporation.com,1,solar-electric,,142
tharnos@xx-holding.com,1,wind,,16
thiatt@dalttechnology.com,1,solar-electric,18,68
thixenbaugh@plexzap.com,1,wind,,57
thoffis@nam-zim.com,1,solar-electric,13,86
thoopengardner@silis.com,1,solar-electric,11,19
thoopengardner@silis.com,2,wind,,48
thoopengardner@zumgoity.com,1,solar-electric,,75
thudnall@finhigh.com,1,wind,,22
thusser@condax.com,1,solar-electric,16,75
tjillson@kinnamplus.com,1,solar-electric,10,44
tjuvera@newex.com,1,solar-electric,16,43
tkarpin@finhigh.com,1,solar-electric,40,57
tkarpin@konex.com,1,solar-electric,54,118
tketelsen@goodsilron.com,1,solar-electric,11,18
tkiel@treequote.com,1,solar-electric,18,19
tkitty@betatech.com,1,solar-electric,81,38
tklusman@condax.com,1,solar-electric,48,22
tkorando@inity.com,1,solar-electric,14,37
tlabreche@blackzim.com,1,solar-electric,26,59
tlabreche@blackzim.com,2,solar-electric,38,46
tlabreche@rantouch.com,1,solar-electric,33,17
tlabreche@warephase.com,1,solar-electric,,83
tlabreche@warephase.com,2,solar-electric,38,58
tlatzke@zoomit.com,1,solar-electric,36,75
tlinahan@sumace.com,1,solar-electric,41,58
tlipke@treequote.com,1,solar-electric,,51
tlipke@treequote.com,2,solar-electric,14,96
tlungren@donquadtech.com,1,solar-electric,21,23
tlungren@sunnamplex.com,1,solar-electric,24,17
tmaile@zotware.com,1,solar-electric,16,108
tmaisto@zathunicon.com,1,solar-electric,89,29
tmelnyk@newex.com,1,solar-electric,,49
tmenter@dalttechnology.com,1,solar-electric,24,160
tmugnolo@plusstrip.com,1,solar-electric,,108
tmunis@betatech.com,1,wind,,124
tnayar@statholdings.com,1,solar-electric,,19
tneither@nam-zim.com,1,solar-electric,11,62
toldroyd@rantouch.com,1,solar-electric,32,62
tonofrio@rangreen.com,1,solar-electric,10,78
tonofrio@rangreen.com,2,wind,13,40
tpagliuca@conecom.com,1,solar-electric,45,73
tpalaspas@golddex.com,1,solar-electric,14,26
tpapasergi@zoomit.com,1,solar-electric,,77
tparvis@scottech.com,1,solar-electric,37,40
tparvis@scottech.com,2,solar-electric,56,22
tpoullion@y-corporation.com,1,solar-electric,27,73
tpugh@xx-holding.com,1,solar-electric,16,77
tpugh@xx-holding.com,2,solar-electric,,75
tradde@j-texon.com,1,solar-electric,21,41
tradde@j-texon.com,2,solar-electric,15,59
treiber@dontechi.com,1,solar-electric,,59
treiber@inity.com,1,solar-electric,34,73
treiber@inity.com,2,wind,,98
treiber@xx-holding.com,1,solar-electric,22,85
trestrepo@opentech.com,1,solar-electric,,22
trhym@domzoom.com,1,solar-electric,,57
trim@betatech.com,1,solar-electric,,23
trim@green-plus.com,1,solar-electric,,73
trim@kan-code.com,1,wind,18,90
trodeigues@yearin.com,1,solar-electric,,40
trodenberger@hottechi.com,1,solar-electric,,66
troyster@faxquote.com,1,solar-electric,22,94
troyster@stanredtax.com,1,solar-electric,12,17
troyster@stanredtax.com,2,solar-electric,,111
tsahagun@kinnamplus.com,1,solar-electric,60,168
tsahagun@nam-zim.com,1,solar-electric,28,118
tschemmer@plexzap.com,1,wind,26,66
tsemidey@bioplex.com,1,solar-electric,19,62
tsengbusch@statholdings.com,1,solar-electric,11,89
tshealy@konmatfix.com,1,solar-electric,36,19
tshin@inity.com,1,solar-electric,42,65
tshinko@scotfind.com,1,solar-electric,11,31
tshinko@scotfind.com,2,solar-electric,10,63
tskulski@golddex.com,1,solar-electric,,146
tskulski@openlane.com,1,solar-electric,17,37
tstenseth@conecom.com,1,solar-electric,26,103
tstorment@yearin.com,1,solar-electric,14,22
tsuell@finhigh.com,1,solar-electric,38,40
tsuell@xx-zobam.com,1,solar-electric,48,109
tsyrop@sunnamplex.com,1,solar-electric,,77
tsyrop@sunnamplex.com,2,wind,31,81
ttegarden@toughzap.com,1,solar-electric,36,30
ttegarden@zencorporation.com,1,solar-electric,26,37
ttegarden@zencorporation.com,2,solar-electric,21,42
tthyberg@year-job.com,1,solar-electric,,142
ttillotson@betasoloin.com,1,wind,33,23
ttoelkes@bioholding.com,1,solar-electric,10,19
ttolfree@golddex.com,1,solar-electric,28,126
ttolfree@mathtouch.com,1,solar-electric,36,81
ttolfree@yearin.com,1,solar-electric,,127
ttomasulo@j-texon.com,1,wind,10,36
ttomasulo@j-texon.com,2,solar-electric,,93
tupthegrove@blackzim.com,1,solar-electric,34,21
tvanheusen@funholding.com,1,wind,20,41
tvanheusen@j-texon.com,1,solar-electric,,63
tvarriano@bioholding.com,1,solar-electric,,80
tvarriano@hottechi.com,1,solar-electric,17,48
tvizarro@plussunin.com,1,solar-electric,,84
tvonasek@dontechi.com,1,solar-electric,35,75
twaymire@hatfan.com,1,solar-electric,41,136
tweglarz@zathunicon.com,1,solar-electric,,116
twesterbeck@toughzap.com,1,solar-electric,17,42
tyglesias@kinnamplus.com,1,solar-electric,23,90
vangalich@plexzap.com,1,solar-electric,15,35
vbartolet@donquadtech.com,1,wind,,15
vbiddy@warephase.com,1,solar-electric,12,87
vbitsuie@funholding.com,1,solar-electric,32,72
vbourbon@labdrill.com,1,solar-electric,,53
vbrossart@dontechi.com,1,wind,,25
vbrossart@dontechi.com,2,solar-electric,,127
vcampain@sumace.com,1,solar-electric,80,133
vcantres@year-job.com,1,solar-electric,,24
vcantres@yearin.com,1,solar-electric,32,41
vcantres@yearin.com,2,solar-electric,,21
vcantres@yearin.com,3,solar-electric,,93
vcoody@warephase.com,1,solar-electric,30,83
vcookey@gogozoom.com,1,wind,18,60
vcorrington@ganjaflex.com,1,solar-electric,64,126
vcraghead@golddex.com,1,solar-electric,62,85
vcronauer@green-plus.com,1,solar-electric,29,22
vcrupi@lexiqvolax.com,1,solar-electric,55,118
vdeleo@fasehatice.com,1,wind,,24
vfarrow@mathtouch.com,1,solar-electric,,68
vfortino@bioplex.com,1,solar-electric,15,22
vgato@golddex.com,1,solar-electric,13,21
vgehrett@betasoloin.com,1,solar-electric,19,43
vgesick@groovestreet.com,1,solar-electric,,95
vgoldammer@isdom.com,1,solar-electric,11,100
vgrenet@cancity.com,1,solar-electric,12,232
vhalter@mathtouch.com,1,solar-electric,,35
vhamilton@dambase.com,1,solar-electric,15,23
vhengel@konex.com,1,solar-electric,38,49
vhengel@toughzap.com,1,solar-electric,33,19
vhirpara@yearin.com,1,wind,51,154
vhochard@statholdings.com,1,solar-electric,31,141
vhoogland@scottech.com,1,wind,79,60
vinouye@zencorporation.com,1,wind,18,29
vinouye@zoomit.com,1,wind,,58
vjurney@ganjaflex.com,1,solar-electric,10,68
vjurney@ganjaflex.com,2,solar-electric,,96
vjuvera@condax.com,1,solar-electric,,91
vkeener@sumace.com,1,solar-electric,,92
vkeneipp@kan-code.com,1,solar-electric,43,40
vkitzman@plusstrip.com,1,solar-electric,28,57
vkitzman@plusstrip.com,2,solar-electric,42,133
vkohl@plussunin.com,1,solar-electric,18,121
vkorando@rangreen.com,1,solar-electric,,116
vlapage@dalttechnology.com,1,solar-electric,13,49
vlary@rundofase.com,1,solar-electric,,32
vmastella@singletechno.com,1,solar-electric,24,20
vmastella@singletechno.com,2,solar-electric,,80
vmaybury@faxquote.com,1,solar-electric,,65
vmaynerich@domzoom.com,1,solar-electric,53,114
vmccullan@konmatfix.com,1,solar-electric,10,115
vmeteer@donware.com,1,solar-electric,88,142
vmunis@statholdings.com,1,wind,,91
vmunis@statholdings.com,2,wind,16,100
vmunis@zathunicon.com,1,solar-electric,,61
vostolaza@dontechi.com,1,solar-electric,17,88
vostolaza@scottech.com,1,solar-electric,,73
vpadilla@sumace.com,1,solar-electric,19,24
vpedrozo@scottech.com,1,solar-electric,46,93
vperin@kan-code.com,1,solar-electric,36,133
vrhoden@warephase.com,1,solar-electric,,44
vrim@finjob.com,1,solar-electric,39,98
vsama@statholdings.com,1,solar-electric,21,107
vshields@lexiqvolax.com,1,solar-electric,17,29
vshields@lexiqvolax.com,2,solar-electric,27,95
vstimmel@betatech.com,1,solar-electric,,125
vstimmel@betatech.com,2,solar-electric,36,55
vstockham@hottechi.com,1,solar-electric,11,127
vstockham@y-corporation.com,1,solar-electric,30,188
vstorment@donquadtech.com,1,solar-electric,11,74
vstuer@dambase.com,1,wind,24,75
vstuer@dambase.com,2,solar-electric,14,87
vstuer@dambase.com,3,solar-electric,,53
vsweigard@betatech.com,1,solar-electric,22,104
vvizarro@hatfan.com,1,solar-electric,,168
vweglarz@cancity.com,1,wind,,217
vweirather@konex.com,1,solar-electric,83,206
vyaw@cancity.com,1,solar-electric,12,26
wauffrey@sumace.com,1,solar-electric,41,60
wberganza@stanredtax.com,1,solar-electric,42,54
wberray@j-texon.com,1,solar-electric,47,62
wbookamer@inity.com,1,solar-electric,48,68
wbowley@scottech.com,1,solar-electric,42,149
wbrachle@groovestreet.com,1,solar-electric,30,16
wbutzen@domzoom.com,1,solar-electric,16,40
wbuzick@isdom.com,1,solar-electric,68,104
wbuzick@y-corporation.com,1,solar-electric,52,23
wcorrio@kan-code.com,1,solar-electric,23,22
wcorrio@kan-code.com,2,solar-electric,20,23
wdickerson@faxquote.com,1,solar-electric,54,29
wdubaldi@golddex.com,1,solar-electric,23,38
wehmann@xx-zobam.com,1,solar-electric,,63
wemigh@mathtouch.com,1,solar-electric,29,76
wfelger@condax.com,1,solar-electric,,85
wferencz@openlane.com,1,solar-electric,32,48
wgiguere@nam-zim.com,1,solar-electric,48,211
wgoldammer@zotware.com,1,solar-electric,,19
whoopengardner@donquadtech.com,1,solar-electric,16,140
whudnall@hatfan.com,1,wind,,53
wkalafatis@bioholding.com,1,solar-electric,,29
wkampa@stanredtax.com,1,solar-electric,16,71
wkampa@stanredtax.com,2,solar-electric,27,146
wkampa@stanredtax.com,3,solar-electric,,27
wkoppinger@ontomedia.com,1,solar-electric,,18
wkoppinger@rantouch.com,1,solar-electric,12,90
wkownacki@treequote.com,1,solar-electric,,147
wlueckenbach@labdrill.com,1,solar-electric,11,87
wmartabano@green-plus.com,1,solar-electric,21,15
wmaybury@fasehatice.com,1,wind,27,115
wmcnease@toughzap.com,1,solar-electric,51,72
wmiro@bioplex.com,1,solar-electric,,196
wmodzelewski@blackzim.com,1,solar-electric,16,15
wmondella@rangreen.com,1,solar-electric,25,67
wmontezuma@zotware.com,1,solar-electric,,134
wmotley@opentech.com,1,solar-electric,,28
wmotley@opentech.com,2,solar-electric,26,22
wnabours@fasehatice.com,1,wind,13,92
wnabours@nam-zim.com,1,solar-electric,,67
wnestle@fasehatice.com,1,solar-electric,,59
wpapasergi@finjob.com,1,solar-electric,15,57
wpawlowicz@rantouch.com,1,solar-electric,28,24
wpinilla@toughzap.com,1,solar-electric,17,48
wpolidori@sunnamplex.com,1,solar-electric,15,120
wraymo@sonron.com,1,solar-electric,17,101
wschieler@kinnamplus.com,1,solar-electric,45,46
wskursky@toughzap.com,1,solar-electric,,17
wstockham@finhigh.com,1,solar-electric,25,24
wtheodorov@zoomit.com,1,solar-electric,33,109
wtreston@cancity.com,1,solar-electric,10,45
wtreston@cancity.com,2,solar-electric,,18
wweglarz@conecom.com,1,solar-electric,,75
xbaltimore@ganjaflex.com,1,solar-electric,,119
xbiddy@domzoom.com,1,solar-electric,,160
xcanlas@blackzim.com,1,solar-electric,,71
xmauson@xx-zobam.com,1,solar-electric,25,214
xmeinerding@konex.com,1,solar-electric,20,17
xmondella@green-plus.com,1,solar-electric,33,24
xstuer@y-corporation.com,1,solar-electric,35,93
xstuer@y-corporation.com,2,solar-electric,13,47
ybevelacqua@dontechi.com,1,solar-electric,68,59
ybruschke@konmatfix.com,1,wind,,85
ycoody@faxquote.com,1,solar-electric,29,53
ycrupi@statholdings.com,1,solar-electric,38,60
ycrupi@statholdings.com,2,solar-electric,54,22
yfarrow@inity.com,1,solar-electric,15,67
yferencz@bioholding.com,1,solar-electric,25,76
yferencz@kinnamplus.com,1,solar-electric,30,90
ygibes@codehow.com,1,solar-electric,44,43
yglick@rundofase.com,1,solar-electric,,44
yhamilton@newex.com,1,solar-electric,14,15
ykardas@groovestreet.com,1,solar-electric,45,105
ykitty@domzoom.com,1,solar-electric,11,35
ykitty@domzoom.com,2,solar-electric,,77
ykusko@betasoloin.com,1,solar-electric,25,111
ykusko@betasoloin.com,2,solar-electric,,101
ylipkin@rantouch.com,1,solar-electric,,161
ymotley@domzoom.com,1,solar-electric,58,34
ymyricks@golddex.com,1,solar-electric,,88
ynestle@conecom.com,1,solar-electric,15,69
ypapasergi@sonron.com,1,solar-electric,36,16
yperigo@xx-zobam.com,1,wind,,88
yroyster@singletechno.com,1,solar-electric,120,116
yrulapaugh@konmatfix.com,1,wind,49,98
ysuell@dambase.com,1,solar-electric,131,104
ywalthall@hottechi.com,1,solar-electric,,62
ywalthall@zathunicon.com,1,solar-electric,46,127
yweirather@newex.com,1,solar-electric,34,57
yweirather@newex.com,2,solar-electric,32,16
yyum@golddex.com,1,solar-electric,29,17
zbutt@hottechi.com,1,solar-electric,33,41
zrodeigues@scottech.com,1,solar-electric,15,37
zvanausdal@kan-code.com,1,solar-electric,,66
